dataset_id,checkpoint,standard_mean,standard_std,warmstart_mean,warmstart_std
917,1,0.8122633329972779,0.07186006979211819,0.8978536142756326,0.023031067156448568
917,5,0.8717310212723057,0.04243687590267489,0.9008266962395404,0.02241470327362274
917,10,0.8879836677084383,0.02908985924804355,0.9055469301340859,0.02048559760951713
917,15,0.9032906542998286,0.023276528620562575,0.9131444702086905,0.021058401952085446
917,20,0.9101734045770742,0.021964577554424915,0.9152081863091038,0.019688308469068203
1049,1,0.8656586371527779,0.037520676379632835,0.8954893663194444,0.024393079355690846
1049,5,0.8881575520833335,0.02666627698189733,0.9001378038194445,0.022673490250378767
1049,10,0.8982953559027779,0.018069087410795163,0.9050618489583334,0.0188487439429499
1049,15,0.9050553385416669,0.015786729343299912,0.9084602864583334,0.017874462648851442
1049,20,0.9095518663194444,0.01389698220851696,0.9100108506944443,0.0167973006109945
1111,1,0.7643369505283942,0.03536555549430705,0.7971430050402786,0.019384039829613786
1111,5,0.792132240395901,0.020544530390245584,0.8010297680739638,0.01737191465090177
1111,10,0.7993851969552414,0.017846420866751117,0.8030722935670667,0.017634711466531207
1111,15,0.8034206974025291,0.01830635971080176,0.8059981719551844,0.017712689457335066
1111,20,0.8049442320495837,0.017975953975107286,0.8072690806467481,0.017009535721428385
1464,1,0.7118347953216374,0.04672996212813023,0.7199415204678362,0.04336435906093538
1464,5,0.7286988304093568,0.041782782530024806,0.7337743664717348,0.040147566278478264
1464,10,0.7335453216374268,0.04152266569389494,0.7379385964912281,0.041034686598288066
1464,15,0.7363669590643275,0.03989817786254803,0.7389814814814814,0.040248773444406576
1464,20,0.739035087719298,0.03927080078553885,0.741325536062378,0.03975305293143946
1494,1,0.8211076458752516,0.031190270318868955,0.8564164989939639,0.025008682710194838
1494,5,0.8469909456740443,0.026377695399594715,0.8600513078470826,0.024862181179985156
1494,10,0.8614979879275654,0.02259811098644179,0.8671740442655935,0.022301567727857394
1494,15,0.871059356136821,0.022163171059108228,0.8699164989939638,0.021812613178635823
1494,20,0.8739456740442657,0.02215790363059359,0.8726659959758553,0.022358339561398297
1510,1,0.9647817460317459,0.017569547453432845,0.9721031746031747,0.013906319372318636
1510,5,0.9741236772486773,0.012798825958566198,0.9764781746031745,0.011811056937763631
1510,10,0.9757936507936508,0.011972589330871024,0.9776719576719576,0.011586678699645634
1510,15,0.9783002645502645,0.011600949522706856,0.9790608465608467,0.011339447247727293
1510,20,0.9790410052910054,0.011468030837616255,0.9797850529100529,0.01122994693604389
1558,1,0.79306551906271,0.04982031070213409,0.8487213099010852,0.019825227472511604
1558,5,0.8246757658695861,0.034841548560686594,0.8493161192739845,0.02005852105929958
1558,10,0.8414833621434745,0.022379338268255822,0.8525614616344954,0.020097265449828535
1558,15,0.8495357966004033,0.019211598331492007,0.8551550945932971,0.017273646326670274
1558,20,0.852575266493806,0.019495881193878038,0.8567150436953807,0.018642250791765305
4534,1,0.9209660554717419,0.04720943041293022,0.9553750393739949,0.005630351966343568
4534,5,0.9507984714600703,0.015631902385469243,0.9574437490674582,0.006297679452515361
4534,10,0.9596182960592847,0.012395617958457308,0.9618867189442797,0.00900356416182404
4534,15,0.9661633896450539,0.010817505412901104,0.9660674497256254,0.009251374731741598
4534,20,0.9680651536000267,0.010572016960184226,0.9674689650027354,0.009214922240794931
23381,1,0.5721798029556651,0.045738620955448055,0.5922495894909688,0.04290509054324894
23381,5,0.6080131362889983,0.04117703446997046,0.6112561576354679,0.03830693701646356
23381,10,0.6208045977011494,0.03740156681883348,0.6255049261083744,0.036532541038695555
23381,15,0.6304679802955665,0.035432892925548576,0.6341338259441708,0.03430316360611756
23381,20,0.6351436781609195,0.03471166618103187,0.6373768472906405,0.033545652934956136
40536,1,0.7782188146997929,0.023515701925419366,0.8096059265010352,0.01342707180845428
40536,5,0.8006681677018633,0.019952675333193063,0.8106286749482402,0.013089469069019232
40536,10,0.8083746894409937,0.014568410573763641,0.8130548913043478,0.01228458884507857
40536,15,0.8140284161490685,0.011418877044184494,0.8147673654244306,0.012852827157486939
40536,20,0.8156423654244307,0.01177616323548044,0.8156218685300206,0.012946013829321847
